oldText,newText,sameLength,editDist_0,editDistAbove1,editDistBelow3,editDist_1andcaseChange,punct_diff,ERROR_TYPE
,HERRICK.,0,0,0,0,0,0,2
":,,",MISCELLANEOUS.,0,0,0,0,0,1,5
BfSajf,Union,0,0,0,0,0,0,2
Union,Stables,0,0,0,0,0,0,2
tMSsSii,Under,0,0,0,0,0,0,2
Under,Webb,0,0,0,0,0,0,2
Webb,Hall,1,0,1,0,0,0,2
MAIN,MAIN,1,1,0,0,0,0,0
STREET,STREET,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
-0,-0,1,1,0,0,0,0,0
"JACKSON,'","JACKSON,",0,0,1,1,0,1,5
CAL.,CAL.,1,1,0,0,0,0,0
•,M.,0,0,0,0,0,1,5
-0,"NEWMAN,",0,0,0,0,0,1,5
—,Prop.,0,0,0,0,0,1,5
The,The,1,1,0,0,0,0,0
Stable,Stable,1,1,0,0,0,0,0
equipped,equipped,1,1,0,0,0,0,0
with,with,1,1,0,0,0,0,0
flrst-elass,first-class,1,0,1,1,0,0,1
stock,stock,1,1,0,0,0,0,0
Special,Special,1,1,0,0,0,0,0
Attention,Attention,1,1,0,0,0,0,0
Paid,Paid,1,1,0,0,0,0,0
*,to,0,0,1,1,0,1,5
to,Transient,0,0,0,0,0,0,2
Transient,Stock.,0,0,0,0,0,1,5
L.,L.,1,1,0,0,0,0,0
OBTTINQKB,OETTINGER,1,0,1,0,0,0,2
,S.,0,0,1,1,0,0,1
S.,N.,1,0,0,0,0,0,4
N.,KNIGHT,0,0,0,0,0,1,5
KNI6HT,KNIGHT,1,0,0,0,0,0,4
&amp;,&amp;,1,1,0,0,0,0,0
CO.,CO.,1,1,0,0,0,0,0
Foundry?,Foundry,0,0,1,1,0,1,5
Machine,and,0,0,0,0,0,0,2
Shop,Machine,0,0,0,0,0,0,2
Card,Card,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
Thanki.,Thanks.,1,0,0,0,0,0,4
"sickness,","sickness,",1,1,0,0,0,0,0
death,death,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
burial,burial,1,1,0,0,0,0,0
qf,of,1,0,0,0,0,0,4
pur,our,1,0,0,0,0,0,4
loved,loved,1,1,0,0,0,0,0
thanks*,thanks.,1,0,0,0,1,1,5
Geo.,Geo.,1,1,0,0,0,0,0
Love,Love,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
Family.,Family.,1,1,0,0,0,0,0
want,want,1,1,0,0,0,0,0
qf,of,1,0,0,0,0,0,4
proper,proper,1,1,0,0,0,0,0
light-houses.,light-houses.,1,1,0,0,0,0,0
The,The,1,1,0,0,0,0,0
ing,ing,1,1,0,0,0,0,0
less.',less,0,0,1,1,0,1,5
than,than,1,1,0,0,0,0,0
criminal.,criminal.,1,1,0,0,0,0,0
0,One,0,0,0,0,0,0,2
One,other,0,0,0,0,0,0,2
other,point,1,0,1,0,0,0,2
ppint,and,0,0,0,0,0,0,2
and,I'll,0,0,0,0,0,0,2
I'll,stop,1,0,1,0,0,0,2
stop,growl-,0,0,0,0,0,1,5
Ing.,ing.,1,0,0,0,1,0,3
A,A,1,1,0,0,0,0,0
cable,cable,1,1,0,0,0,0,0
between,between,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
0,Pacific,0,0,0,0,0,0,2
several,several,1,1,0,0,0,0,0
points,points,1,1,0,0,0,0,0
alonj*,along,0,0,1,1,0,1,5
the,the,1,1,0,0,0,0,0
cpast,coast,1,0,0,0,0,0,4
qf,of,1,0,0,0,0,0,4
Alaska,Alaska,1,1,0,0,0,0,0
"Russia,","Russia,",1,1,0,0,0,0,0
Japan,Japan,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
"Ch,ina.",China.,0,0,1,1,0,0,1
"To,",To,0,0,1,1,0,1,5
prove,prove,1,1,0,0,0,0,0
also,also,1,1,0,0,0,0,0
have,have,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
advantage,advantage,1,1,0,0,0,0,0
qf,of,1,0,0,0,0,0,4
shorter,shorter,1,1,0,0,0,0,0
afforded,afforded,1,1,0,0,0,0,0
by,by,1,1,0,0,0,0,0
his,his,1,1,0,0,0,0,0
will,will,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
Insulting,insulting,1,0,0,0,1,0,3
his,his,1,1,0,0,0,0,0
lon-In-law,son-in-law,1,0,1,1,0,0,1
in,in,1,1,0,0,0,0,0
terms,terms,1,1,0,0,0,0,0
which,which,1,1,0,0,0,0,0
doubtless,doubtless,1,1,0,0,0,0,0
bardly,hardly,1,0,0,0,0,0,4
comprehensible,comprehensible,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
modern,modern,1,1,0,0,0,0,0
other,other,1,1,0,0,0,0,0
bauble,bauble,1,1,0,0,0,0,0
she,she,1,1,0,0,0,0,0
may,may,1,1,0,0,0,0,0
like,like,1,1,0,0,0,0,0
better;,better;,1,1,0,0,0,0,0
I,I,1,1,0,0,0,0,0
«lye,give,0,0,0,0,0,0,2
tion,tion,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
his,his,1,1,0,0,0,0,0
prowess,prowess,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
nice,nice,1,1,0,0,0,0,0
honor,honor,1,1,0,0,0,0,0
In,in,1,0,0,0,1,0,3
drawing,drawing,1,1,0,0,0,0,0
bis,his,1,0,0,0,0,0,4
sword,sword,1,1,0,0,0,0,0
on,on,1,1,0,0,0,0,0
me,me,1,1,0,0,0,0,0
(at,(at,1,1,0,0,0,0,0
my,my,1,1,0,0,0,0,0
own,own,1,1,0,0,0,0,0
And,And,1,1,0,0,0,0,0
Be,He,1,0,0,0,0,0,4
Will,Will,1,1,0,0,0,0,0
Never,Never,1,1,0,0,0,0,0
Forget,Forget,1,1,0,0,0,0,0
His,His,1,1,0,0,0,0,0
First,First,1,1,0,0,0,0,0
RESTAURANT,RESTAURANT,1,1,0,0,0,0,0
1,AND,0,0,0,0,0,0,2
SALOON,SALOON,1,1,0,0,0,0,0
0,ALWAYS,0,0,0,0,0,0,2
for,for,1,1,0,0,0,0,0
private,private,1,1,0,0,0,0,0
families.,families.,1,1,0,0,0,0,0
NED,NED,1,1,0,0,0,0,0
"TABASH,","TARASH,",1,0,0,0,0,0,4
FIBE,FIRE,1,0,0,0,0,0,4
ACCIDENT,ACCIDENT,1,1,0,0,0,0,0
tIFE,LIFE,1,0,0,0,0,0,4
0,PLYMOUTH-JACKSON,0,0,0,0,0,0,2
&gt;,Leaves,0,0,0,0,0,1,5
Leaves,Plymouth,0,0,0,0,0,0,2
Plymouth,8:30,0,0,0,0,0,0,2
8:30,a.m.,1,0,1,0,0,1,5
M.A.,M.A.,1,1,0,0,0,0,0
No.,No.,1,1,0,0,0,0,0
2193,2192,1,0,0,0,0,0,4
APPLICATION,APPLICATION,1,1,0,0,0,0,0
Hill,FOR,0,0,0,0,0,0,2
#NAME?,MINERAL,0,0,0,0,0,1,5
PfITEKT,PATENT,0,0,0,0,0,0,2
r,NOTICE,0,0,0,0,0,0,2
VT,IS,1,0,1,1,0,0,1
OTICE,HEREBY,0,0,0,0,0,0,2
IS,GIVEN,0,0,0,0,0,0,2
HEREBY,THAT,0,0,0,0,0,0,2
_L&gt;,G.,0,0,0,0,0,1,5
G.,B.,1,0,0,0,0,0,4
B.,"Ratto,",0,0,0,0,0,1,5
"Ratto,",of,0,0,0,0,0,1,5
of,San,0,0,0,0,0,0,2
San,"Francisco,",0,0,0,0,0,1,5
"Francisco,","Cal.,",0,0,0,0,0,0,2
"Cal.,",has,0,0,0,0,0,1,5
"nia,","nia,",1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
for,for,1,1,0,0,0,0,0
"the""",the,0,0,1,1,0,1,5
County,County,1,1,0,0,0,0,0
ot,ot,1,1,0,0,0,0,0
Amador.,Amador.,1,1,0,0,0,0,0
VV.,W.,0,0,1,1,0,0,1
J.,J.,1,1,0,0,0,0,0
Nettle,Nettle,1,1,0,0,0,0,0
et,et,1,1,0,0,0,0,0
al..,al..,1,1,0,0,0,0,0
"plaintiffs,","plaintiffs,",1,1,0,0,0,0,0
vs.,vs.,1,1,0,0,0,0,0
Clinton,Clinton,1,1,0,0,0,0,0
Con-,Con-,1,1,0,0,0,0,0
TTNDER,UNDER,0,0,1,1,0,0,1
AND,AND,1,1,0,0,0,0,0
BY,BY,1,1,0,0,0,0,0
VIRTUE,VIRTUE,1,1,0,0,0,0,0
OF,OF,1,1,0,0,0,0,0
AN,AN,1,1,0,0,0,0,0
ORDER,ORDER,1,1,0,0,0,0,0
(J,of,1,0,1,1,0,0,1
of,sale,0,0,0,0,0,0,2
sale,with,1,0,1,0,0,0,2
with,a,0,0,0,0,0,0,2
a,judgment,0,0,0,0,0,0,2
judgment,and,0,0,0,0,0,0,2
and,decree,0,0,0,0,0,0,2
decree,of,0,0,0,0,0,0,2
Stony,Stony,1,1,0,0,0,0,0
"Creek,","Creek,",1,1,0,0,0,0,0
Jan.,Jan.,1,1,0,0,0,0,0
",8,","8,",0,0,1,1,0,0,1
to,to,1,1,0,0,0,0,0
hold,hold,1,1,0,0,0,0,0
an,an,1,1,0,0,0,0,0
in-,in-,1,1,0,0,0,0,0
Cv,C.,1,0,0,0,1,1,5
"Morrow,","Morrow,",1,1,0,0,0,0,0
Wm.,Wm.,1,1,0,0,0,0,0
"Mattley,","Mattley,",1,1,0,0,0,0,0
Oscar,Oscar,1,1,0,0,0,0,0
My-,My-,1,1,0,0,0,0,0
:■,Wm.,0,0,0,0,0,1,5
Wm.,Penry,0,0,0,0,0,1,5
Penry,Jr..,0,0,0,0,0,1,5
Jr..,has,0,0,0,0,0,1,5
has,returned,0,0,0,0,0,0,2
returned,to,0,0,0,0,0,0,2
to,St.,0,0,1,1,0,1,5
of,of,1,1,0,0,0,0,0
studies.,studies.,1,1,0,0,0,0,0
"Valley,""","Valley,""",1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
"""Pearl","""Pearl",1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
"Perfection.""","Perfection.""",1,1,0,0,0,0,0
Amador,Amador,1,1,0,0,0,0,0
county.,county.,1,1,0,0,0,0,0
Jackson,Jackson,1,1,0,0,0,0,0
Shoe,Shoe,1,1,0,0,0,0,0
Store.,Store.,1,1,0,0,0,0,0
inetti's,inetti's,1,1,0,0,0,0,0
Central,Central,1,1,0,0,0,0,0
Market.,Market.,1,1,0,0,0,0,0
Goldner,Goldner,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
30,30,1,1,0,0,0,0,0
days,days,1,1,0,0,0,0,0
iv,in,1,0,0,0,0,0,4
jail.,jail.,1,1,0,0,0,0,0
"Love,","Love,",1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
Peek,Peek,1,1,0,0,0,0,0
addition.,addition.,1,1,0,0,0,0,0
clerk,clerk,1,1,0,0,0,0,0
In,In,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
Assembly.,Assembly.,1,1,0,0,0,0,0
0,For,0,0,0,0,0,0,2
For,family,0,0,0,0,0,0,2
0,use,0,0,0,0,0,0,2
family,Jesse,0,0,0,0,0,0,2
use,-0,0,0,0,0,0,0,2
■,Moore,0,0,0,0,0,0,2
Jesse,"""AA""",0,0,0,0,0,1,5
buffet.,buffet.,1,1,0,0,0,0,0
lowing,lowing,1,1,0,0,0,0,0
Tuesday.,Tuesday.,1,1,0,0,0,0,0
young/,young.,1,0,0,0,1,1,5
Only,Only,1,1,0,0,0,0,0
10,10,1,1,0,0,0,0,0
cents,cents,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
package.,package.,1,1,0,0,0,0,0
duced,duced,1,1,0,0,0,0,0
prices.,prices.,1,1,0,0,0,0,0
Jackson,Jackson,1,1,0,0,0,0,0
Shoe,Shoe,1,1,0,0,0,0,0
Store.,Store.,1,1,0,0,0,0,0
we,we,1,1,0,0,0,0,0
believe.:,believe.,0,0,1,1,0,1,5
Pioneer,Pioneer,1,1,0,0,0,0,0
Flour,Flour,1,1,0,0,0,0,0
is,is,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
V,"""",1,0,0,0,1,1,5
Lily,Lily,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
Cbas.,Chas.,1,0,0,0,0,0,4
Smith,Smith,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
"Clements,","Clements,",1,1,0,0,0,0,0
brother,brother,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
grand,grand,1,1,0,0,0,0,0
ball,ball,1,1,0,0,0,0,0
on,on,1,1,0,0,0,0,0
St.,St.,1,1,0,0,0,0,0
Valentine's,Valentine's,1,1,0,0,0,0,0
,"Day,",0,0,0,0,0,0,2
"Tarn,","Tam,",0,0,1,1,0,0,1
chairman;,chairman;,1,1,0,0,0,0,0
B.,B.,1,1,0,0,0,0,0
F.,F.,1,1,0,0,0,0,0
"Taylor,","Taylor,",1,1,0,0,0,0,0
treas-,treas-,1,1,0,0,0,0,0
urer;,urer;,1,1,0,0,0,0,0
Will,Will,1,1,0,0,0,0,0
"A.""",A.,0,0,1,1,0,1,5
"Newcum,","Newcum,",1,1,0,0,0,0,0
secretary;,secretary;,1,1,0,0,0,0,0
H.,H.,1,1,0,0,0,0,0
"30,","30,",1,1,0,0,0,0,0
1900,1900,1,1,0,0,0,0,0
■,In,0,0,0,0,0,0,2
In,the,0,0,0,0,0,0,2
the,morning,0,0,0,0,0,0,2
morning,of,0,0,0,0,0,0,2
of,its,0,0,0,0,0,0,2
its,career,0,0,0,0,0,0,2
0,J.,0,0,1,1,0,1,5
J.,H.,1,0,0,0,0,0,4
H.,Thomas',0,0,0,0,0,1,5
Thomas',large,0,0,0,0,0,1,5
large,barn,0,0,0,0,0,0,2
barn,at,0,0,0,0,0,0,2
at,New,0,0,0,0,0,0,2
tons7)f,tons,0,0,0,0,0,0,2
hay,of,0,0,0,0,0,0,2
being,hay,0,0,0,0,0,0,2
scattered,being,0,0,0,0,0,0,2
about,scattered,0,0,0,0,0,0,2
the,about,0,0,0,0,0,0,2
ises.,ises.,1,1,0,0,0,0,0
0,I,1,0,0,0,0,0,4
I,would,0,0,0,0,0,0,2
would,like,0,0,0,0,0,0,2
like,to,0,0,0,0,0,0,2
to,ask,0,0,0,0,0,0,2
ask,through,0,0,0,0,0,0,2
to,to,1,1,0,0,0,0,0
pull,pull,1,1,0,0,0,0,0
up,up,1,1,0,0,0,0,0
or,or,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
any,any,1,1,0,0,0,0,0
way,way,1,1,0,0,0,0,0
deface,deface,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
paling,paling,1,1,0,0,0,0,0
During,During,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
past,past,1,1,0,0,0,0,0
summer,summer,1,1,0,0,0,0,0
"I,","I,",1,1,0,0,0,0,0
had,had,1,1,0,0,0,0,0
placed,placed,1,1,0,0,0,0,0
"family,","family,",1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
smaU,small,0,0,1,1,0,0,1
"railing,","railing,",1,1,0,0,0,0,0
which,which,1,1,0,0,0,0,0
was,was,1,1,0,0,0,0,0
put,put,1,1,0,0,0,0,0
wishing,wishing,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
carry,carry,1,1,0,0,0,0,0
soU,soil,0,0,1,1,0,0,1
from,from,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
pile,pile,1,1,0,0,0,0,0
that,that,1,1,0,0,0,0,0
had,had,1,1,0,0,0,0,0
been,been,1,1,0,0,0,0,0
thrown,thrown,1,1,0,0,0,0,0
over,over,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
fence.,fence.,1,1,0,0,0,0,0
";,",You,0,0,0,0,0,1,5
to,to,1,1,0,0,0,0,0
find,find,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
railing,railing,1,1,0,0,0,0,0
all,all,1,1,0,0,0,0,0
torn,torn,1,1,0,0,0,0,0
up,up,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
thrown,thrown,1,1,0,0,0,0,0
up,up,1,1,0,0,0,0,0
against,against,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
adjoining,adjoining,1,1,0,0,0,0,0
"fence,",f,0,0,0,0,0,1,5
placed,placed,1,1,0,0,0,0,0
"there,""","there,",0,0,1,1,0,1,5
nearly,nearly,1,1,0,0,0,0,0
ruined.,ruined.,1,1,0,0,0,0,0
I,I,1,1,0,0,0,0,0
had,had,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
graves,graves,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
my,my,1,1,0,0,0,0,0
dear,dear,1,1,0,0,0,0,0
ones,ones,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
beet,best,1,0,0,0,0,0,4
is,is,1,1,0,0,0,0,0
rather,rather,1,1,0,0,0,0,0
hard,hard,1,1,0,0,0,0,0
work,work,1,1,0,0,0,0,0
when,when,1,1,0,0,0,0,0
,I,0,0,1,1,0,0,1
I,find,0,0,0,0,0,0,2
find,my,0,0,0,0,0,0,2
1,The,0,0,0,0,0,0,2
The,most,0,0,0,0,0,0,2
most,influential,0,0,0,0,0,0,2
influential,sovereign,0,0,0,0,0,0,2
sovereign,of,0,0,0,0,0,0,2
of,the,0,0,0,0,0,0,2
the,world,0,0,0,0,0,0,2
world,is,0,0,0,0,0,0,2
is,"dead,",0,0,0,0,0,1,5
"dead,",and,0,0,0,0,0,1,5
and,and,1,1,0,0,0,0,0
wise,wise,1,1,0,0,0,0,0
ruler.,ruler.,1,1,0,0,0,0,0
",,",Her,0,0,0,0,0,1,5
Her,reign,0,0,0,0,0,0,2
reign,was,0,0,0,0,0,0,2
was,"longer,",0,0,0,0,0,1,5
"longer,",brighter,0,0,0,0,0,1,5
brighter,and,0,0,0,0,0,0,2
and,better,0,0,0,0,0,0,2
lish,lish,1,1,0,0,0,0,0
throne.,throne.,1,1,0,0,0,0,0
George,George,1,1,0,0,0,0,0
"111,","III,",1,0,1,0,0,0,2
her,her,1,1,0,0,0,0,0
"grandfather,","grandfather,",1,1,0,0,0,0,0
reigned,reigned,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
long,long,1,1,0,0,0,0,0
have,have,1,1,0,0,0,0,0
a,a,1,1,0,0,0,0,0
distinctive,distinctive,1,1,0,0,0,0,0
niche,niche,1,1,0,0,0,0,0
jn,in,1,0,0,0,0,0,4
history,history,1,1,0,0,0,0,0
for,for,1,1,0,0,0,0,0
reforms,reforms,1,1,0,0,0,0,0
produced.,produced.,1,1,0,0,0,0,0
0,"question,",0,0,0,0,0,1,5
"question,.",but,0,0,0,0,0,1,5
but,the,1,0,1,0,0,0,2
the,attempt,0,0,0,0,0,0,2
attempt,to,0,0,0,0,0,0,2
to,push,0,0,0,0,0,0,2
push,through,0,0,0,0,0,0,2
through,the,0,0,0,0,0,0,2
the,home,0,0,0,0,0,0,2
home,rule,1,0,1,0,0,0,2
rule,bill,1,0,1,0,0,0,2
"portfolio,,","portfolio,",0,0,1,1,0,0,1
which,which,1,1,0,0,0,0,0
he,he,1,1,0,0,0,0,0
held,held,1,1,0,0,0,0,0
until,until,1,1,0,0,0,0,0
"1892,","1892,",1,1,0,0,0,0,0
when,when,1,1,0,0,0,0,0
on,on,1,1,0,0,0,0,0
an,an,1,1,0,0,0,0,0
appeal,appeal,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
,whose,0,0,0,0,0,0,2
whose,administration,0,0,0,0,0,0,2
administration,was,0,0,0,0,0,0,2
was,very,0,0,0,0,0,0,2
very,"brief,",0,0,0,0,0,1,5
"brief,",for,0,0,0,0,0,1,5
for,in,0,0,0,0,0,0,2
in,1895,0,0,0,0,0,0,2
1895,Salisbury,0,0,0,0,0,0,2
the,the,1,1,0,0,0,0,0
English,English,1,1,0,0,0,0,0
nation,nation,1,1,0,0,0,0,0
during,during,1,1,0,0,0,0,0
his^chiefship,his,0,0,0,0,0,0,2
of,chiefship,0,0,0,0,0,0,2
the,of,0,0,0,0,0,0,2
Ministry,the,0,0,0,0,0,0,2
are,Ministry,0,0,0,0,0,0,2
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
leading,leading,1,1,0,0,0,0,0
saloons,saloons,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
"Wichita,","Wichita,",1,1,0,0,0,0,0
"(Kan.,)","(Kan.,)",1,1,0,0,0,0,0
doing,doing,1,1,0,0,0,0,0
damage,damage,1,1,0,0,0,0,0
which,which,1,1,0,0,0,0,0
runs,runs,1,1,0,0,0,0,0
into,into,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
thousands.,thousands.,1,1,0,0,0,0,0
The,The,1,1,0,0,0,0,0
ladies,ladies,1,1,0,0,0,0,0
were,were,1,1,0,0,0,0,0
],arrested,0,0,0,0,0,1,5
bered,bered,1,1,0,0,0,0,0
upward,upward,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
5000,5000,1,1,0,0,0,0,0
persons.,persons.,1,1,0,0,0,0,0
After,After,1,1,0,0,0,0,0
the',the,0,0,1,1,0,1,5
lecture,lecture,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
speaker,speaker,1,1,0,0,0,0,0
repaired,repaired,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
railway,railway,1,1,0,0,0,0,0
station.,station.,1,1,0,0,0,0,0
While,While,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
act,act,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
"""buying",buying,0,0,1,1,0,0,1
a,a,1,1,0,0,0,0,0
ticket,ticket,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
Sheriff,Sheriff,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
county,county,1,1,0,0,0,0,0
laid,laid,1,1,0,0,0,0,0
his,his,1,1,0,0,0,0,0
ha'tid;,hand,0,0,0,0,0,1,5
lightly',lightly,0,0,1,1,0,1,5
upon,upon,1,1,0,0,0,0,0
her,her,1,1,0,0,0,0,0
shoulder,shoulder,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
said:,said:,1,1,0,0,0,0,0
"""You","""You",1,1,0,0,0,0,0
are,are,1,1,0,0,0,0,0
my,my,1,1,0,0,0,0,0
"prisoner;""","prisoner;""",1,1,0,0,0,0,0
"""The","""The",1,1,0,0,0,0,0
in,in-,0,0,1,1,0,1,5
"face,","face,",1,1,0,0,0,0,0
pulled,pulled,1,1,0,0,0,0,0
his,his,1,1,0,0,0,0,0
ears,ears,1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
shook,shook,1,1,0,0,0,0,0
him,him,1,1,0,0,0,0,0
until,until,1,1,0,0,0,0,0
his,his,1,1,0,0,0,0,0
teeth,teeth,1,1,0,0,0,0,0
.rattled,rattled,0,0,1,1,0,0,1
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
steel,steel,1,1,0,0,0,0,0
tanks*,tanks,0,0,1,1,0,1,5
of,of,1,1,0,0,0,0,0
"""the",the,0,0,1,1,0,0,1
jail.,jail.,1,1,0,0,0,0,0
Those,Those,1,1,0,0,0,0,0
who,who,1,1,0,0,0,0,0
aided,aided,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
de-,de-,1,1,0,0,0,0,0
were,were,1,1,0,0,0,0,0
bailed,bailed,1,1,0,0,0,0,0
"out,","out,",1,1,0,0,0,0,0
and,and,1,1,0,0,0,0,0
Mrs.,Mrs.,1,1,0,0,0,0,0
Natiou,Nation,1,0,0,0,0,0,4
went,went,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
an,an,1,1,0,0,0,0,0
adjoining,adjoining,1,1,0,0,0,0,0
town,town,1,1,0,0,0,0,0
"son,","son,",1,1,0,0,0,0,0
Albert,Albert,1,1,0,0,0,0,0
"Victor,","Victor,",1,1,0,0,0,0,0
born,born,1,1,0,0,0,0,0
"1864,","1864,",1,1,0,0,0,0,0
is,is,1,1,0,0,0,0,0
now,now,1,1,0,0,0,0,0
heir,heir,1,1,0,0,0,0,0
apparent,apparent,1,1,0,0,0,0,0
to,to,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
,crown,0,0,0,0,0,0,2
crown,of,0,0,0,0,0,0,2
of,"England.""",0,0,0,0,0,1,5
0/,of,1,0,1,1,0,1,5
"Edinburgh,","Edinburgh,",1,1,0,0,0,0,0
married,married,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
1874,1874,1,1,0,0,0,0,0
Grand,Grand,1,1,0,0,0,0,0
Duchess,Duchess,1,1,0,0,0,0,0
"Maria,","Maria,",1,1,0,0,0,0,0
sister,sister,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
then,then,1,1,0,0,0,0,0
Emperor,Emperor,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
Russia.,Russia.,1,1,0,0,0,0,0
#NAME?,Princess,0,0,0,0,0,1,5
Helena,Helena,1,1,0,0,0,0,0
was,was,1,1,0,0,0,0,0
mar-,mar-,1,1,0,0,0,0,0
ried,ried,1,1,0,0,0,0,0
in-i866,in,0,0,0,0,0,0,2
to,1866,0,0,0,0,0,0,2
Prince,to,0,0,0,0,0,0,2
Christian,Prince,0,0,0,0,0,0,2
of,Christian,0,0,0,0,0,0,2
Schleswig-Holstein.,of,0,0,0,0,0,1,5
Louise',Louise,0,0,1,1,0,1,5
of,of,1,1,0,0,0,0,0
Prussia.,Prussia.,1,1,0,0,0,0,0
!,Prince,0,0,0,0,0,1,5
Prince,"Leopold,",0,0,0,0,0,1,5
"Leopold,",created,0,0,0,0,0,1,5
created,Duke,0,0,0,0,0,0,2
Duke,of,0,0,0,0,0,0,2
of,"Albany,",0,0,0,0,0,1,5
in,in,1,1,0,0,0,0,0
"1882""",1882,0,0,1,1,0,1,5
married,married,1,1,0,0,0,0,0
Princess,Princess,1,1,0,0,0,0,0
Helen,Helen,1,1,0,0,0,0,0
",of",of,0,0,1,1,0,0,1
Waldeck-Pyrmont.,Waldeck-Pyrmont.,1,1,0,0,0,0,0
?,"berg.""",0,0,0,0,0,1,5
ff,"""Princess",0,0,0,0,0,0,2
c,"Alice,",0,0,0,0,0,1,5
Princess,who,0,0,0,0,0,0,2
"Alice,",died,0,0,0,0,0,1,5
who,in,0,0,0,0,0,0,2
died,"1878,",0,0,0,0,0,1,5
in,was,0,0,0,0,0,0,2
"1878,",married,0,0,0,0,0,1,5
was,in,0,0,0,0,0,0,2
married,1862,0,0,0,0,0,0,2
retains,retains,1,1,0,0,0,0,0
bis,his,1,0,0,0,0,0,4
high,high,1,1,0,0,0,0,0
office.,office.,1,1,0,0,0,0,0
The,The,1,1,0,0,0,0,0
chief,chief,1,1,0,0,0,0,0
events,events,1,1,0,0,0,0,0
in,in,1,1,0,0,0,0,0
the,the,1,1,0,0,0,0,0
history,history,1,1,0,0,0,0,0
of,of,1,1,0,0,0,0,0
•',BORN.,0,0,0,0,0,1,5
"""BORN.",0,0,0,0,0,0,1,5
FELLMETH—,FELLMETH—,1,1,0,0,0,0,0
