oldText,newText,sameLength,editDist_0,NOCORRECTION,editDistAbove1,editDistBelow3,editDist_1andcaseChange,SPELLCHECK,ADDITION,CAPITALIZATION,TYPO
Mat,John,0,0,0,0,0,0,0,1,0,0
chant,Marchant,0,0,0,0,0,0,0,1,0,0
Deputy,Deputy,1,1,1,0,0,0,0,0,0,0
Assessor,Assessor,1,1,1,0,0,0,0,0,0,0
George,......,1,0,0,1,0,0,0,1,0,0
F.,George,0,0,0,0,0,0,0,1,0,0
Mack,F.,0,0,0,0,0,0,0,1,0,0
Superintendent,Superintendent,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Schools,Schools,1,1,1,0,0,0,0,0,0,0
Geo.,....,1,0,0,1,0,0,0,1,0,0
A.,Geo.,0,0,0,0,0,0,0,1,0,0
Gordon,A.,0,0,0,0,0,0,0,1,0,0
Coronor,Coronor,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
Administrator,Administrator,1,1,1,0,0,0,0,0,0,0
Geo.,....,1,0,0,1,0,0,0,1,0,0
A.,Geo.,0,0,0,0,0,0,0,1,0,0
Gritton,A.,0,0,0,0,0,0,0,1,0,0
County,County,1,1,1,0,0,0,0,0,0,0
Surveycr,Surveyor,1,0,0,0,0,0,0,0,0,1
..W.,.......,0,0,0,0,0,0,0,1,0,0
E^Downs,W.,0,0,0,0,0,0,0,1,0,0
County,County,1,1,1,0,0,0,0,0,0,0
Physician..,Physician.........,0,0,0,0,0,0,0,1,0,0
..••••,Dr.,0,0,0,0,0,0,0,1,0,0
Dr.,A.,0,0,0,1,1,0,1,0,0,0
A.,M.,1,0,0,0,0,0,0,0,0,1
M.,Gall,0,0,0,0,0,0,0,1,0,0
Steward,Steward,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
County,County,1,1,1,0,0,0,0,0,0,0
Hospital,Hospital,1,1,1,0,0,0,0,0,0,0
A.,....,0,0,0,0,0,0,0,1,0,0
C.,A.,1,0,0,0,0,0,0,0,0,1
Barrett,C.,0,0,0,0,0,0,0,1,0,0
:,Supervisors.,0,0,0,0,0,0,0,1,0,0
Township,Township,1,1,1,0,0,0,0,0,0,0
One,One,1,1,1,0,0,0,0,0,0,0
.V^V^TTS,....,0,0,0,0,0,0,0,1,0,0
Township,Township,1,1,1,0,0,0,0,0,0,0
Two,Two,1,1,1,0,0,0,0,0,0,0
••••W.,.......,0,0,0,0,0,0,0,1,0,0
M.,W.,1,0,0,0,0,0,0,0,0,1
Amiok,M.,0,0,0,0,0,0,0,1,0,0
Township,Township,1,1,1,0,0,0,0,0,0,0
Three,Three,1,1,1,0,0,0,0,0,0,0
..A.,.....,0,0,0,1,1,0,1,0,0,0
B.,A.,1,0,0,0,0,0,0,0,0,1
McLaughlin,B.,0,0,0,0,0,0,0,1,0,0
Township,Township,1,1,1,0,0,0,0,0,0,0
Four,Four,1,1,1,0,0,0,0,0,0,0
\illA,.....,1,0,0,1,0,0,0,1,0,0
t,E.,0,0,0,1,1,0,1,0,0,0
Mv?°re,B.,0,0,0,0,0,0,0,1,0,0
Township,Township,1,1,1,0,0,0,0,0,0,0
Five,Five,1,1,1,0,0,0,0,0,0,0
Fred,....,1,0,0,1,0,0,0,1,0,0
B.,Fred,0,0,0,0,0,0,0,1,0,0
LeMoin,B.,0,0,0,0,0,0,0,1,0,0
visors,visors,1,1,1,0,0,0,0,0,0,0
Is,is,1,0,0,0,0,1,0,0,1,0
held,held,1,1,1,0,0,0,0,0,0,0
on,on,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
first,first,1,1,1,0,0,0,0,0,0,0
Monday,Monday,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
each,each,1,1,1,0,0,0,0,0,0,0
month.,month.,1,1,1,0,0,0,0,0,0,0
Fred,Fred,1,1,1,0,0,0,0,0,0,0
B.,B.,1,1,1,0,0,0,0,0,0,0
"LeMoln,","LeMoin,",1,0,0,0,0,0,0,0,0,1
Chairman.,Chairman.,1,1,1,0,0,0,0,0,0,0
TOWNSHIP,TOWNSHIP,1,1,1,0,0,0,0,0,0,0
OFFICBBB.,OFFICERS.,1,0,0,1,0,0,0,1,0,0
TOWNSHIP,TOWNSHIP,1,1,1,0,0,0,0,0,0,0
ONB.,ONE.,1,0,0,0,0,0,0,0,0,1
Justice,Justice,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
Peace,Peace,1,1,1,0,0,0,0,0,0,0
...H,.....H,0,0,0,1,1,0,1,0,0,0
Goldner,Goldner,1,1,1,0,0,0,0,0,0,0
Constable,Constable...,0,0,0,0,0,0,0,1,0,0
P-,P.,1,0,0,0,0,0,0,0,0,1
Kellv,Kelly,1,0,0,0,0,0,0,0,0,1
Justice,Justice,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
Peace,Peace,1,1,1,0,0,0,0,0,0,0
James,.......,0,0,0,0,0,0,0,1,0,0
McCauley,James,0,0,0,0,0,0,0,1,0,0
Constable,Constable,1,1,1,0,0,0,0,0,0,0
J.E.Kelle&gt;,...,0,0,0,0,0,0,0,1,0,0
Justice,Justice,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
ths,ths,1,1,1,0,0,0,0,0,0,0
Peace,Peace,1,1,1,0,0,0,0,0,0,0
A.,.....,0,0,0,0,0,0,0,1,0,0
W.,A.,1,0,0,0,0,0,0,0,0,1
Robinson,W.,0,0,0,0,0,0,0,1,0,0
Constable,Constable,1,1,1,0,0,0,0,0,0,0
..James,....,0,0,0,0,0,0,0,1,0,0
Lessley,James,0,0,0,0,0,0,0,1,0,0
MOWNSHIP,MOWNSHIP,1,1,1,0,0,0,0,0,0,0
FOUR.,FOUR.,1,1,1,0,0,0,0,0,0,0
Justice,Justice,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
Peace,Peace,1,1,1,0,0,0,0,0,0,0
J.H.Giles,...,0,0,0,0,0,0,0,1,0,0
Constable,Constable,1,1,1,0,0,0,0,0,0,0
D.,....,0,0,0,0,0,0,0,1,0,0
F.Gray,D.,0,0,0,0,0,0,0,1,0,0
i,TOWNSHIP,0,0,0,0,0,0,0,1,0,0
TOWNSHIP,FIVE.,0,0,0,0,0,0,0,1,0,0
Justice,Justice,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
Peace,Peace,1,1,1,0,0,0,0,0,0,0
J.,.....,0,0,0,0,0,0,0,1,0,0
Blower,J.,0,0,0,0,0,0,0,1,0,0
Constable,Constable....,0,0,0,0,0,0,0,1,0,0
William,William,1,1,1,0,0,0,0,0,0,0
Scoble,Scoble,1,1,1,0,0,0,0,0,0,0
even,even,1,1,1,0,0,0,0,0,0,0
read,read,1,1,1,0,0,0,0,0,0,0
it,it,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
■,the,1,0,0,1,0,0,0,1,0,0
the,way,1,0,0,1,0,0,0,1,0,0
way,they,0,0,0,0,0,0,0,1,0,0
they,carry,0,0,0,0,0,0,0,1,0,0
themselves^,themselves.,1,0,0,0,0,0,0,0,0,1
You,You,1,1,1,0,0,0,0,0,0,0
find,find,1,1,1,0,0,0,0,0,0,0
this,this,1,1,1,0,0,0,0,0,0,0
lack,lack,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
en-,en-,1,1,1,0,0,0,0,0,0,0
ination,ination,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
do,do,1,1,1,0,0,0,0,0,0,0
it,it,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
note,note,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
result.,result.,1,1,1,0,0,0,0,0,0,0
is,is,1,1,1,0,0,0,0,0,0,0
between,between,1,1,1,0,0,0,0,0,0,0
JE7OO,£700,1,0,0,1,0,0,0,1,0,0
and,and,1,1,1,0,0,0,0,0,0,0
£1200.,£1200.,1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
calcu-,calcu-,1,1,1,0,0,0,0,0,0,0
Conjoint,Conjoint,1,1,1,0,0,0,0,0,0,0
Board,Board,1,1,1,0,0,0,0,0,0,0
would,would,1,1,1,0,0,0,0,0,0,0
be,be,1,1,1,0,0,0,0,0,0,0
from,from,1,1,1,0,0,0,0,0,0,0
j£6oO,£650,0,0,0,0,0,0,0,1,0,0
to,to,1,1,1,0,0,0,0,0,0,0
brace,brace,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
liberal,liberal,1,1,1,0,0,0,0,0,0,0
profession.,profession.,1,1,1,0,0,0,0,0,0,0
ment.,ment.,1,1,1,0,0,0,0,0,0,0
It,It,1,1,1,0,0,0,0,0,0,0
is,is,1,1,1,0,0,0,0,0,0,0
"$500,000.00 ","$500,000.00 ",1,1,1,0,0,0,0,0,0,0
He,He,1,1,1,0,0,0,0,0,0,0
told,told,1,1,1,0,0,0,0,0,0,0
Kepre-,Repre-,1,0,0,0,0,0,0,0,0,1
put,put,1,1,1,0,0,0,0,0,0,0
Shine,Shine,1,1,1,0,0,0,0,0,0,0
out,out,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
hotel,hotel,1,1,1,0,0,0,0,0,0,0
beipause,because,0,0,0,1,1,0,1,0,0,0
he,he,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
handful,handful,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
followers/,followers.,1,0,0,0,0,0,0,0,0,1
for,for,1,1,1,0,0,0,0,0,0,0
seventy,seventy,1,1,1,0,0,0,0,0,0,0
years,years,1,1,1,0,0,0,0,0,0,0
has,has,1,1,1,0,0,0,0,0,0,0
been,been,1,1,1,0,0,0,0,0,0,0
one,one,1,1,1,0,0,0,0,0,0,0
of.,of,0,0,0,1,1,0,1,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
property.',property.,0,0,0,1,1,0,1,0,0,0
BORN.,BORN.,1,1,1,0,0,0,0,0,0,0
"1901,","1901,",1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
Mr.,Mr.,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
Mrs.,Mrs.,1,1,1,0,0,0,0,0,0,0
W.,W.,1,1,1,0,0,0,0,0,0,0
F.,F.,1,1,1,0,0,0,0,0,0,0
"Southard,","Southard,",1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
son.V,son.,0,0,0,1,1,0,1,0,0,0
London,London,1,1,1,0,0,0,0,0,0,0
■,......,0,0,0,0,0,0,0,1,0,0
io,10,1,0,0,1,1,0,1,0,0,0
Lincoln,Lincoln,1,1,1,0,0,0,0,0,0,0
100,......,0,0,0,0,0,0,0,1,0,0
,1,0,0,0,1,1,0,1,0,0,0
Three,Three,1,1,1,0,0,0,0,0,0,0
States,States,1,1,1,0,0,0,0,0,0,0
-...;,........,0,0,0,0,0,0,0,1,0,0
,5,0,0,0,1,1,0,1,0,0,0
BOUGHT,BOUGHT,1,1,1,0,0,0,0,0,0,0
OR,OR,1,1,1,0,0,0,0,0,0,0
SOLD,SOLD,1,1,1,0,0,0,0,0,0,0
BY,BY,1,1,1,0,0,0,0,0,0,0
PORTER,PORTER,1,1,1,0,0,0,0,0,0,0
&amp;,&amp;,1,1,1,0,0,0,0,0,0,0
"CHENEY,","CHENEY,",1,1,1,0,0,0,0,0,0,0
MEMBER,MEMBER,1,1,1,0,0,0,0,0,0,0
PRODUCERS',PRODUCERS',1,1,1,0,0,0,0,0,0,0
OIL,OIL,1,1,1,0,0,0,0,0,0,0
"EXCHANGE,.",EXCHANGE.,0,0,0,1,1,0,1,0,0,0
530,530,1,1,1,0,0,0,0,0,0,0
California,California,1,1,1,0,0,0,0,0,0,0
Street.,Street.,1,1,1,0,0,0,0,0,0,0
"mens,","mens,",1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
Safe,Safe,1,1,1,0,0,0,0,0,0,0
Deposit,Deposit,1,1,1,0,0,0,0,0,0,0
ft,&amp;,0,0,0,0,0,0,0,1,0,0
Trust,Trust,1,1,1,0,0,0,0,0,0,0
Company,Company,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Pittsburg,Pittsburg,1,1,1,0,0,0,0,0,0,0
(a,(a,1,1,1,0,0,0,0,0,0,0
corporation),corporation),1,1,1,0,0,0,0,0,0,0
"trustee,","trustee,",1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
Sate,Safe,1,0,0,0,0,0,0,0,0,1
I,And,0,0,0,0,0,0,0,1,0,0
And,you,1,0,0,1,0,0,0,1,0,0
you,are,1,0,0,1,0,0,0,1,0,0
are,hereby,0,0,0,0,0,0,0,1,0,0
hereby,notified,0,0,0,0,0,0,0,1,0,0
notified,that,0,0,0,0,0,0,0,1,0,0
that,if,0,0,0,0,0,0,0,1,0,0
if,you,0,0,0,0,0,0,0,1,0,0
you,fail,0,0,0,0,0,0,0,1,0,0
fail,to,0,0,0,0,0,0,0,1,0,0
|,so,0,0,0,1,1,0,1,0,0,0
so,appear,0,0,0,0,0,0,0,1,0,0
appear,and,0,0,0,0,0,0,0,1,0,0
and,"answer,",0,0,0,0,0,0,0,1,0,0
"answer,",the,0,0,0,0,0,0,0,1,0,0
the,plaintiff,0,0,0,0,0,0,0,1,0,0
plaintiff,will,0,0,0,0,0,0,0,1,0,0
will,take,1,0,0,1,0,0,0,1,0,0
[SEAL],[SEAL],1,1,1,0,0,0,0,0,0,0
C.,C.,1,1,1,0,0,0,0,0,0,0
L.,L.,1,1,1,0,0,0,0,0,0,0
"CULBERT,","CULBERT,",1,1,1,0,0,0,0,0,0,0
Clerk.,Clerk.,1,1,1,0,0,0,0,0,0,0
ESTATE,ESTATE,1,1,1,0,0,0,0,0,0,0
OF,OF,1,1,1,0,0,0,0,0,0,0
J,JAMES,0,0,0,0,0,0,0,1,0,0
AMES,"FASSERO,",0,0,0,0,0,0,0,1,0,0
"FASSERO,",DECEASED.,0,0,0,0,0,0,0,1,0,0
Store.,Store.,1,1,1,0,0,0,0,0,0,0
•,Get,1,0,0,1,0,0,0,1,0,0
Get,toilet,0,0,0,0,0,0,0,1,0,0
toilet,articles,0,0,0,0,0,0,0,1,0,0
articles,at,0,0,0,0,0,0,0,1,0,0
at,reasonable,0,0,0,0,0,0,0,1,0,0
reasonable,prices,0,0,0,0,0,0,0,1,0,0
at,at,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
City,City,1,1,1,0,0,0,0,0,0,0
Pharmacy.,Pharmacy.,1,1,1,0,0,0,0,0,0,0
You,You,1,1,1,0,0,0,0,0,0,0
can,can,1,1,1,0,0,0,0,0,0,0
get,get,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
purest,purest,1,1,1,0,0,0,0,0,0,0
fruit,fruit,1,1,1,0,0,0,0,0,0,0
juicos,juices,1,0,0,0,0,0,0,0,0,1
with,with,1,1,1,0,0,0,0,0,0,0
your,your,1,1,1,0,0,0,0,0,0,0
Ice,Ice,1,1,1,0,0,0,0,0,0,0
Cream,Cream,1,1,1,0,0,0,0,0,0,0
3oda,Soda,1,0,0,0,0,0,0,0,0,1
at,at,1,1,1,0,0,0,0,0,0,0
Mayer's,Mayer's,1,1,1,0,0,0,0,0,0,0
Candy,Candy,1,1,1,0,0,0,0,0,0,0
Factory..,Factory.,0,0,0,1,1,0,1,0,0,0
her,her,1,1,1,0,0,0,0,0,0,0
"father,","father,",1,1,1,0,0,0,0,0,0,0
Dr.,Dr.,1,1,1,0,0,0,0,0,0,0
_B.,B.,0,0,0,1,1,0,1,0,0,0
Taylor,Taylor,1,1,1,0,0,0,0,0,0,0
"Freshman,","Freshman,",1,1,1,0,0,0,0,0,0,0
Claude,Claude,1,1,1,0,0,0,0,0,0,0
M.,M.,1,1,1,0,0,0,0,0,0,0
Smith,Smith,1,1,1,0,0,0,0,0,0,0
13,is,1,0,0,1,1,0,1,0,0,0
seriously,seriously,1,1,1,0,0,0,0,0,0,0
consid-,consid-,1,1,1,0,0,0,0,0,0,0
Philippines,Philippines,1,1,1,0,0,0,0,0,0,0
at*,as,0,0,0,1,1,0,1,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
toacner.,teacher.,1,0,0,1,1,0,1,0,0,0
At,At,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
Ztilf,Zeile,1,0,0,1,1,0,1,0,0,0
mine,mine,1,1,1,0,0,0,0,0,0,0
water,water,1,1,1,0,0,0,0,0,0,0
has,has,1,1,1,0,0,0,0,0,0,0
interfer-,interfer-,1,1,1,0,0,0,0,0,0,0
ed,ed,1,1,1,0,0,0,0,0,0,0
with,with,1,1,1,0,0,0,0,0,0,0
work,work,1,1,1,0,0,0,0,0,0,0
SotwMtfrably,considerably,1,0,0,1,0,0,0,1,0,0
of,of,1,1,1,0,0,0,0,0,0,0
late,late,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
The,The,1,1,1,0,0,0,0,0,0,0
teeth,teeth,1,1,1,0,0,0,0,0,0,0
should,should,1,1,1,0,0,0,0,0,0,0
bo,be,1,0,0,0,0,0,0,0,0,1
given,given,1,1,1,0,0,0,0,0,0,0
attention.,attention.,1,1,1,0,0,0,0,0,0,0
hart,had,0,0,0,1,1,0,1,0,0,0
at,at,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
City,City,1,1,1,0,0,0,0,0,0,0
Pharmacy.,Pharmacy.,1,1,1,0,0,0,0,0,0,0
neer,neer,1,1,1,0,0,0,0,0,0,0
Flour,Flour,1,1,1,0,0,0,0,0,0,0
makes,makes,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
liest.,best.,0,0,0,1,1,0,1,0,0,0
Miss,Miss,1,1,1,0,0,0,0,0,0,0
Blanche,Blanche,1,1,1,0,0,0,0,0,0,0
Sequin,Sequin,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
"lone,","Ione,",1,0,0,0,0,0,0,0,0,1
has,has,1,1,1,0,0,0,0,0,0,0
been,been,1,1,1,0,0,0,0,0,0,0
;,visiting,0,0,0,0,0,0,0,1,0,0
visiting,her,0,0,0,0,0,0,0,1,0,0
her,sister.,0,0,0,0,0,0,0,1,0,0
sister.,Mrs.,0,0,0,0,0,0,0,1,0,0
Mrs.,R.,0,0,0,0,0,0,0,1,0,0
R.,L.,1,0,0,0,0,0,0,0,0,1
is,is,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
be,be,1,1,1,0,0,0,0,0,0,0
given,given,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
coat,coat,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
"cement,","cement,",1,1,1,0,0,0,0,0,0,0
aud,and,1,0,0,0,0,0,0,0,0,1
Forchildren's,Forchildren's,1,1,1,0,0,0,0,0,0,0
mist-os,misses',1,0,0,1,0,0,0,1,0,0
and,and,1,1,1,0,0,0,0,0,0,0
boys',boys',1,1,1,0,0,0,0,0,0,0
shoes,shoes,1,1,1,0,0,0,0,0,0,0
go,go,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
"""the",the,0,0,0,1,1,0,1,0,0,0
Jaek&gt;-oi),Jackson,0,0,0,0,0,0,0,1,0,0
Shoe,Shoe,1,1,1,0,0,0,0,0,0,0
Store.,Store.,1,1,1,0,0,0,0,0,0,0
All,All,1,1,1,0,0,0,0,0,0,0
nature,nature,1,1,1,0,0,0,0,0,0,0
is,is,1,1,1,0,0,0,0,0,0,0
clothed,clothed,1,1,1,0,0,0,0,0,0,0
iv,in,1,0,0,0,0,0,0,0,0,1
emerald,emerald,1,1,1,0,0,0,0,0,0,0
"hue,","hue,",1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
hills,hills,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
Holds,fields,0,0,0,0,0,0,0,1,0,0
surrounding,surrounding,1,1,1,0,0,0,0,0,0,0
Thw,The,1,0,0,0,0,0,0,0,0,1
Quartz,Quartz,1,1,1,0,0,0,0,0,0,0
Mountain,Mountain,1,1,1,0,0,0,0,0,0,0
#NAME?,school,1,0,0,1,0,0,0,1,0,0
will,will,1,1,1,0,0,0,0,0,0,0
term:/,term.,0,0,0,1,1,0,1,0,0,0
Get^a,Get,0,0,0,1,1,0,1,0,0,0
box,a,0,0,0,0,0,0,0,1,0,0
of,box,0,0,0,1,1,0,1,0,0,0
that,of,0,0,0,0,0,0,0,1,0,0
delicious,that,0,0,0,0,0,0,0,1,0,0
Ice,delicious,0,0,0,0,0,0,0,1,0,0
Cream,Ice,0,0,0,0,0,0,0,1,0,0
heart.,heart.,1,1,1,0,0,0,0,0,0,0
Miss,Miss,1,1,1,0,0,0,0,0,0,0
Rose,Rose,1,1,1,0,0,0,0,0,0,0
Oueto,Oneto,1,0,0,0,0,0,0,0,0,1
of,of,1,1,1,0,0,0,0,0,0,0
San,San,1,1,1,0,0,0,0,0,0,0
"Francisco,","Francisco,",1,1,1,0,0,0,0,0,0,0
is,is,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
guest,guest,1,1,1,0,0,0,0,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Mr.,Mr.,1,1,1,0,0,0,0,0,0,0
am),and,1,0,0,1,1,0,1,0,0,0
Mrs,Mrs,1,1,1,0,0,0,0,0,0,0
Enrico,Enrico,1,1,1,0,0,0,0,0,0,0
Atty.,Atty.,1,1,1,0,0,0,0,0,0,0
Wiu.,Wm.,0,0,0,1,1,0,1,0,0,0
J.,J.,1,1,1,0,0,0,0,0,0,0
McGa»\,McGee,0,0,0,0,0,0,0,1,0,0
who,who,1,1,1,0,0,0,0,0,0,0
has,has,1,1,1,0,0,0,0,0,0,0
been,been,1,1,1,0,0,0,0,0,0,0
preached,preached,1,1,1,0,0,0,0,0,0,0
an,an,1,1,1,0,0,0,0,0,0,0
eloquent,eloquent,1,1,1,0,0,0,0,0,0,0
sermop,sermon,1,0,0,0,0,0,0,0,0,1
to,to,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
Central,Central,1,1,1,0,0,0,0,0,0,0
Market.,Market.,1,1,1,0,0,0,0,0,0,0
Feb.,Feb.,1,1,1,0,0,0,0,0,0,0
1-Aug,1-Aug,1,1,1,0,0,0,0,0,0,0
mo.,mo.,1,1,1,0,0,0,0,0,0,0
B.,B.,1,1,1,0,0,0,0,0,0,0
E.,E.,1,1,1,0,0,0,0,0,0,0
"McConnell,","McConnell,",1,1,1,0,0,0,0,0,0,0
"Wrlls,","Wells,",1,0,0,0,0,0,0,0,0,1
Furgo,Fargo,1,0,0,0,0,0,0,0,0,1
&amp;,&amp;,1,1,1,0,0,0,0,0,0,0
many,many,1,1,1,0,0,0,0,0,0,0
years,years,1,1,1,0,0,0,0,0,0,0
and,and,1,1,1,0,0,0,0,0,0,0
has,has,1,1,1,0,0,0,0,0,0,0
bad,had,1,0,0,0,0,0,0,0,0,1
very,very,1,1,1,0,0,0,0,0,0,0
few,few,1,1,1,0,0,0,0,0,0,0
va-,va-,1,1,1,0,0,0,0,0,0,0
Newshoes,New,0,0,0,0,0,0,0,1,0,0
arriving,shoes,0,0,0,0,0,0,0,1,0,0
daily,arriving,0,0,0,0,0,0,0,1,0,0
at,daily,0,0,0,0,0,0,0,1,0,0
the,at,0,0,0,0,0,0,0,1,0,0
Jack-,the,0,0,0,0,0,0,0,1,0,0
son,son,1,1,1,0,0,0,0,0,0,0
Shoe,Shoe,1,1,1,0,0,0,0,0,0,0
Store.,Store.,1,1,1,0,0,0,0,0,0,0
Sheriff,Sheriff,1,1,1,0,0,0,0,0,0,0
Gregory's,Gregory's,1,1,1,0,0,0,0,0,0,0
force),force,0,0,0,1,1,0,1,0,0,0
of,of,1,1,1,0,0,0,0,0,0,0
workmen,workmen,1,1,1,0,0,0,0,0,0,0
broke-ground,broke,0,0,0,0,0,0,0,1,0,0
Wednesday,ground,0,0,0,0,0,0,0,1,0,0
for,Wednesday,0,0,0,0,0,0,0,1,0,0
the,for,1,0,0,1,0,0,0,1,0,0
fenc-,the,0,0,0,0,0,0,0,1,0,0
of,of,1,1,1,0,0,0,0,0,0,0
Records.,Records.,1,1,1,0,0,0,0,0,0,0
Fremont,Fremont,1,1,1,0,0,0,0,0,0,0
has,has,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
tendency,tendency,1,1,1,0,0,0,0,0,0,0
to-,to,0,0,0,1,1,0,1,0,0,0
stiffen',stiffen,0,0,0,1,1,0,1,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
what,what,1,1,1,0,0,0,0,0,0,0
he,he,1,1,1,0,0,0,0,0,0,0
says.,says.,1,1,1,0,0,0,0,0,0,0
Mayer's,Mayer's,1,1,1,0,0,0,0,0,0,0
\,Candy,0,0,0,0,0,0,0,1,0,0
Candy,Factory.,0,0,0,0,0,0,0,1,0,0
Factory.,For,0,0,0,0,0,0,0,1,0,0
For,15,0,0,0,0,0,0,0,1,0,0
15,of,1,0,0,1,1,0,1,0,0,0
besides,besides,1,1,1,0,0,0,0,0,0,0
your,your,1,1,1,0,0,0,0,0,0,0
chance,chance,1,1,1,0,0,0,0,0,0,0
to,to,1,1,1,0,0,0,0,0,0,0
win,win,1,1,1,0,0,0,0,0,0,0
a,a,1,1,1,0,0,0,0,0,0,0
prize.,prize.,1,1,1,0,0,0,0,0,0,0
difference,difference,1,1,1,0,0,0,0,0,0,0
in,in,1,1,1,0,0,0,0,0,0,0
the,the,1,1,1,0,0,0,0,0,0,0
"""i",MISCELLANEOUS.,0,0,0,0,0,0,0,1,0,0
HKIIF,BANK,0,0,0,0,0,0,0,1,0,0
AMADOR,OF,0,0,0,0,0,0,0,1,0,0
COUNTY,AMADOR,1,0,0,1,0,0,0,1,0,0
Incorporated,Incorporated,1,1,1,0,0,0,0,0,0,0
"November,","November,",1,1,1,0,0,0,0,0,0,0
1895,1895,1,1,1,0,0,0,0,0,0,0
Capital,Capital,1,1,1,0,0,0,0,0,0,0
Stock,Stock,1,1,1,0,0,0,0,0,0,0
--,--,1,1,1,0,0,0,0,0,0,0
"$50,000 ","$50,000 ",1,1,1,0,0,0,0,0,0,0
President,President,1,1,1,0,0,0,0,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
-...,-0,0,0,0,0,0,0,0,1,0,0
-0,-0,1,1,1,0,0,0,0,0,0,0
■,Henry,0,0,0,0,0,0,0,1,0,0
Henry,Eudey,1,0,0,1,0,0,0,1,0,0
